# =========================================
# Dataset
# Developed by: Shahab Fatemi
# Date: 2024-04-20
# Features: 
#    - R (radial distance) in (m),
#    - Theta (polar angle) in (rad),
#    - Phi (gravitational potential) in (J/kg).
#
# The data is generated for educational purposes only.
#
# MIT License — Shahab Fatemi (2025); 
# For use in the Machine Learning in Physics course, Umeå University, Sweden 
# See the full license text in the parent folder.
# =========================================
R [meter],Theta [radian],Phi [J/kg]
9.709291E+07,2.3800E+00,-5.866157E+07
9.811764E+07,2.3800E+00,-6.065280E+07
9.914236E+07,2.3800E+00,-5.831474E+07
1.001671E+08,2.3800E+00,-5.769856E+07
1.011918E+08,2.3800E+00,-5.776164E+07
1.022165E+08,2.3800E+00,-5.710673E+07
1.032413E+08,2.3800E+00,-5.449407E+07
1.042660E+08,2.3800E+00,-5.604601E+07
1.052907E+08,2.3800E+00,-5.359764E+07
1.063155E+08,2.3800E+00,-5.395768E+07
1.073402E+08,2.3800E+00,-5.211817E+07
1.083649E+08,2.3800E+00,-5.322414E+07
1.093896E+08,2.3800E+00,-5.250887E+07
1.104144E+08,2.3800E+00,-5.359037E+07
1.114391E+08,2.3800E+00,-5.147711E+07
1.124638E+08,2.3800E+00,-5.215410E+07
1.134885E+08,2.3800E+00,-5.017514E+07
1.145133E+08,2.3800E+00,-5.118843E+07
1.155380E+08,2.3800E+00,-4.978760E+07
1.165627E+08,2.3800E+00,-4.929150E+07
1.175875E+08,2.3800E+00,-5.051516E+07
1.186122E+08,2.3800E+00,-4.865831E+07
1.196369E+08,2.3800E+00,-4.833667E+07
1.206616E+08,2.3800E+00,-4.904350E+07
1.216864E+08,2.3800E+00,-4.900710E+07
1.227111E+08,2.3800E+00,-4.558647E+07
1.237358E+08,2.3800E+00,-4.514197E+07
1.247605E+08,2.3800E+00,-4.765478E+07
1.257853E+08,2.3800E+00,-4.800886E+07
1.268100E+08,2.3800E+00,-4.705666E+07
2.536200E+07,2.4117E+00,-2.286624E+08
2.638673E+07,2.4117E+00,-2.187563E+08
2.741145E+07,2.4117E+00,-2.095231E+08
2.843618E+07,2.4117E+00,-2.037955E+08
2.946091E+07,2.4117E+00,-1.978318E+08
3.048564E+07,2.4117E+00,-1.905913E+08
3.151036E+07,2.4117E+00,-1.827557E+08
3.253509E+07,2.4117E+00,-1.771813E+08
3.355982E+07,2.4117E+00,-1.739667E+08
3.458455E+07,2.4117E+00,-1.656606E+08
3.560927E+07,2.4117E+00,-1.641779E+08
3.663400E+07,2.4117E+00,-1.576528E+08
3.765873E+07,2.4117E+00,-1.536719E+08
3.868345E+07,2.4117E+00,-1.487978E+08
3.970818E+07,2.4117E+00,-1.466245E+08
4.073291E+07,2.4117E+00,-1.443291E+08
4.175764E+07,2.4117E+00,-1.391190E+08
4.278236E+07,2.4117E+00,-1.364012E+08
4.380709E+07,2.4117E+00,-1.313519E+08
4.483182E+07,2.4117E+00,-1.294877E+08
4.585655E+07,2.4117E+00,-1.263098E+08
4.688127E+07,2.4117E+00,-1.228298E+08
4.790600E+07,2.4117E+00,-1.206991E+08
4.893073E+07,2.4117E+00,-1.197070E+08
4.995545E+07,2.4117E+00,-1.145591E+08
5.098018E+07,2.4117E+00,-1.123911E+08
5.200491E+07,2.4117E+00,-1.098075E+08
5.302964E+07,2.4117E+00,-1.100815E+08
5.405436E+07,2.4117E+00,-1.074496E+08
5.507909E+07,2.4117E+00,-1.070338E+08
5.610382E+07,2.4117E+00,-1.035541E+08
5.712855E+07,2.4117E+00,-1.008154E+08
5.815327E+07,2.4117E+00,-1.003250E+08
5.917800E+07,2.4117E+00,-9.756115E+07
6.020273E+07,2.4117E+00,-9.471052E+07
6.122745E+07,2.4117E+00,-9.331931E+07
6.225218E+07,2.4117E+00,-9.362465E+07
6.327691E+07,2.4117E+00,-9.181575E+07
6.430164E+07,2.4117E+00,-9.129440E+07
6.532636E+07,2.4117E+00,-9.049272E+07
6.635109E+07,2.4117E+00,-8.793006E+07
6.737582E+07,2.4117E+00,-8.420151E+07
6.840055E+07,2.4117E+00,-8.398903E+07
6.942527E+07,2.4117E+00,-8.246296E+07
7.045000E+07,2.4117E+00,-8.249935E+07
7.147473E+07,2.4117E+00,-8.000193E+07
7.249945E+07,2.4117E+00,-8.100434E+07
7.352418E+07,2.4117E+00,-7.991478E+07
7.454891E+07,2.4117E+00,-7.631139E+07
7.557364E+07,2.4117E+00,-7.911734E+07
7.659836E+07,2.4117E+00,-7.492618E+07
7.762309E+07,2.4117E+00,-7.320910E+07
7.864782E+07,2.4117E+00,-7.319075E+07
7.967255E+07,2.4117E+00,-7.298585E+07
8.069727E+07,2.4117E+00,-7.131311E+07
8.172200E+07,2.4117E+00,-7.119753E+07
8.274673E+07,2.4117E+00,-7.000116E+07
8.377145E+07,2.4117E+00,-7.062649E+07
8.479618E+07,2.4117E+00,-6.884812E+07
8.582091E+07,2.4117E+00,-6.769944E+07
8.684564E+07,2.4117E+00,-6.613493E+07
8.787036E+07,2.4117E+00,-6.552994E+07
8.889509E+07,2.4117E+00,-6.555236E+07
8.991982E+07,2.4117E+00,-6.450204E+07
9.094455E+07,2.4117E+00,-6.390592E+07
9.196927E+07,2.4117E+00,-6.334964E+07
9.299400E+07,2.4117E+00,-6.063803E+07
9.401873E+07,2.4117E+00,-6.072982E+07
9.504345E+07,2.4117E+00,-6.346921E+07
9.606818E+07,2.4117E+00,-6.216655E+07
9.709291E+07,2.4117E+00,-6.031751E+07
9.811764E+07,2.4117E+00,-5.761759E+07
9.914236E+07,2.4117E+00,-5.784085E+07
1.001671E+08,2.4117E+00,-5.721271E+07
1.011918E+08,2.4117E+00,-5.638499E+07
1.022165E+08,2.4117E+00,-5.393665E+07
1.032413E+08,2.4117E+00,-5.508413E+07
1.042660E+08,2.4117E+00,-5.483522E+07
1.052907E+08,2.4117E+00,-5.424625E+07
1.063155E+08,2.4117E+00,-5.503264E+07
1.073402E+08,2.4117E+00,-5.337102E+07
1.083649E+08,2.4117E+00,-5.407874E+07
1.093896E+08,2.4117E+00,-5.374328E+07
1.104144E+08,2.4117E+00,-5.209365E+07
1.114391E+08,2.4117E+00,-5.131169E+07
1.124638E+08,2.4117E+00,-5.233684E+07
1.134885E+08,2.4117E+00,-5.076473E+07
1.145133E+08,2.4117E+00,-5.075358E+07
1.155380E+08,2.4117E+00,-5.372211E+07
1.165627E+08,2.4117E+00,-5.085141E+07
1.175875E+08,2.4117E+00,-4.969186E+07
1.186122E+08,2.4117E+00,-5.004233E+07
1.196369E+08,2.4117E+00,-4.815062E+07
1.206616E+08,2.4117E+00,-4.708082E+07
1.216864E+08,2.4117E+00,-4.648952E+07
1.227111E+08,2.4117E+00,-4.836936E+07
1.237358E+08,2.4117E+00,-4.618910E+07
1.247605E+08,2.4117E+00,-4.671432E+07
1.257853E+08,2.4117E+00,-4.626049E+07
1.268100E+08,2.4117E+00,-4.563981E+07
2.536200E+07,2.4435E+00,-2.261456E+08
2.638673E+07,2.4435E+00,-2.194606E+08
2.741145E+07,2.4435E+00,-2.107773E+08
2.843618E+07,2.4435E+00,-2.017119E+08
2.946091E+07,2.4435E+00,-1.954688E+08
3.048564E+07,2.4435E+00,-1.898576E+08
3.151036E+07,2.4435E+00,-1.829601E+08
3.253509E+07,2.4435E+00,-1.764538E+08
3.355982E+07,2.4435E+00,-1.727735E+08
3.458455E+07,2.4435E+00,-1.677348E+08
3.560927E+07,2.4435E+00,-1.643643E+08
3.663400E+07,2.4435E+00,-1.577266E+08
3.765873E+07,2.4435E+00,-1.531326E+08
3.868345E+07,2.4435E+00,-1.485715E+08
3.970818E+07,2.4435E+00,-1.459439E+08
4.073291E+07,2.4435E+00,-1.406206E+08
4.175764E+07,2.4435E+00,-1.380384E+08
4.278236E+07,2.4435E+00,-1.364340E+08
4.380709E+07,2.4435E+00,-1.332675E+08
4.483182E+07,2.4435E+00,-1.309873E+08
4.585655E+07,2.4435E+00,-1.264113E+08
4.688127E+07,2.4435E+00,-1.233242E+08
4.790600E+07,2.4435E+00,-1.216085E+08
4.893073E+07,2.4435E+00,-1.180520E+08
4.995545E+07,2.4435E+00,-1.172924E+08
5.098018E+07,2.4435E+00,-1.134279E+08
5.200491E+07,2.4435E+00,-1.121506E+08
5.302964E+07,2.4435E+00,-1.111316E+08
5.405436E+07,2.4435E+00,-1.075769E+08
5.507909E+07,2.4435E+00,-1.055490E+08
5.610382E+07,2.4435E+00,-1.017903E+08
5.712855E+07,2.4435E+00,-1.026856E+08
5.815327E+07,2.4435E+00,-9.852468E+07
5.917800E+07,2.4435E+00,-9.906206E+07
6.020273E+07,2.4435E+00,-9.490892E+07
6.122745E+07,2.4435E+00,-9.508064E+07
6.225218E+07,2.4435E+00,-9.379566E+07
6.327691E+07,2.4435E+00,-8.973218E+07
6.430164E+07,2.4435E+00,-9.153203E+07
6.532636E+07,2.4435E+00,-8.807904E+07
6.635109E+07,2.4435E+00,-8.554470E+07
6.737582E+07,2.4435E+00,-8.613298E+07
6.840055E+07,2.4435E+00,-8.496492E+07
6.942527E+07,2.4435E+00,-8.206253E+07
7.045000E+07,2.4435E+00,-8.385699E+07
7.147473E+07,2.4435E+00,-8.021859E+07
7.249945E+07,2.4435E+00,-8.031640E+07
7.352418E+07,2.4435E+00,-7.977710E+07
7.454891E+07,2.4435E+00,-7.808655E+07
7.557364E+07,2.4435E+00,-7.907946E+07
7.659836E+07,2.4435E+00,-7.574113E+07
7.762309E+07,2.4435E+00,-7.366706E+07
7.864782E+07,2.4435E+00,-7.372111E+07
7.967255E+07,2.4435E+00,-7.495900E+07
8.069727E+07,2.4435E+00,-7.255301E+07
8.172200E+07,2.4435E+00,-7.039401E+07
8.274673E+07,2.4435E+00,-7.000689E+07
8.377145E+07,2.4435E+00,-6.978789E+07
8.479618E+07,2.4435E+00,-6.785477E+07
8.582091E+07,2.4435E+00,-6.786951E+07
8.684564E+07,2.4435E+00,-6.796265E+07
8.787036E+07,2.4435E+00,-6.657343E+07
8.889509E+07,2.4435E+00,-6.687305E+07
8.991982E+07,2.4435E+00,-6.548445E+07
9.094455E+07,2.4435E+00,-6.351907E+07
9.196927E+07,2.4435E+00,-6.353163E+07
9.299400E+07,2.4435E+00,-6.047159E+07
9.401873E+07,2.4435E+00,-6.285313E+07
9.504345E+07,2.4435E+00,-6.077189E+07
9.606818E+07,2.4435E+00,-5.848816E+07
9.709291E+07,2.4435E+00,-5.871771E+07
9.811764E+07,2.4435E+00,-5.823871E+07
9.914236E+07,2.4435E+00,-5.955695E+07
1.001671E+08,2.4435E+00,-5.676262E+07
1.011918E+08,2.4435E+00,-5.808365E+07
1.022165E+08,2.4435E+00,-5.650074E+07
1.032413E+08,2.4435E+00,-5.514089E+07
1.042660E+08,2.4435E+00,-5.694045E+07
1.052907E+08,2.4435E+00,-5.664081E+07
1.063155E+08,2.4435E+00,-5.413888E+07
1.073402E+08,2.4435E+00,-5.595971E+07
1.083649E+08,2.4435E+00,-5.327404E+07
1.093896E+08,2.4435E+00,-5.469543E+07
1.104144E+08,2.4435E+00,-5.211874E+07
1.114391E+08,2.4435E+00,-5.163558E+07
1.124638E+08,2.4435E+00,-5.198168E+07
1.134885E+08,2.4435E+00,-5.022090E+07
1.145133E+08,2.4435E+00,-5.095891E+07
1.155380E+08,2.4435E+00,-5.063895E+07
1.165627E+08,2.4435E+00,-4.958463E+07
1.175875E+08,2.4435E+00,-4.882247E+07
1.186122E+08,2.4435E+00,-4.811824E+07
1.196369E+08,2.4435E+00,-4.820496E+07
1.206616E+08,2.4435E+00,-4.894300E+07
1.216864E+08,2.4435E+00,-4.752226E+07
1.227111E+08,2.4435E+00,-4.764099E+07
1.237358E+08,2.4435E+00,-4.850669E+07
1.247605E+08,2.4435E+00,-4.612596E+07
1.257853E+08,2.4435E+00,-4.602608E+07
1.268100E+08,2.4435E+00,-4.469811E+07
2.536200E+07,2.4752E+00,-2.261564E+08
2.638673E+07,2.4752E+00,-2.166202E+08
2.741145E+07,2.4752E+00,-2.111951E+08
2.843618E+07,2.4752E+00,-2.036604E+08
2.946091E+07,2.4752E+00,-1.948537E+08
3.048564E+07,2.4752E+00,-1.891797E+08
3.151036E+07,2.4752E+00,-1.822665E+08
3.253509E+07,2.4752E+00,-1.788950E+08
3.355982E+07,2.4752E+00,-1.722968E+08
3.458455E+07,2.4752E+00,-1.680397E+08
3.560927E+07,2.4752E+00,-1.633099E+08
3.663400E+07,2.4752E+00,-1.571234E+08
3.765873E+07,2.4752E+00,-1.527197E+08
3.868345E+07,2.4752E+00,-1.522456E+08
3.970818E+07,2.4752E+00,-1.449991E+08
4.073291E+07,2.4752E+00,-1.419954E+08
4.175764E+07,2.4752E+00,-1.389044E+08
4.278236E+07,2.4752E+00,-1.339836E+08
4.380709E+07,2.4752E+00,-1.321899E+08
4.483182E+07,2.4752E+00,-1.286626E+08
4.585655E+07,2.4752E+00,-1.257032E+08
4.688127E+07,2.4752E+00,-1.214894E+08
4.790600E+07,2.4752E+00,-1.201290E+08
4.893073E+07,2.4752E+00,-1.192551E+08
4.995545E+07,2.4752E+00,-1.163139E+08
5.098018E+07,2.4752E+00,-1.139435E+08
5.200491E+07,2.4752E+00,-1.116368E+08
5.302964E+07,2.4752E+00,-1.082573E+08
5.405436E+07,2.4752E+00,-1.089048E+08
5.507909E+07,2.4752E+00,-1.048723E+08
5.610382E+07,2.4752E+00,-1.050751E+08
5.712855E+07,2.4752E+00,-1.023539E+08
5.815327E+07,2.4752E+00,-1.002201E+08
5.917800E+07,2.4752E+00,-9.627214E+07
6.020273E+07,2.4752E+00,-9.573794E+07
6.122745E+07,2.4752E+00,-9.358613E+07
6.225218E+07,2.4752E+00,-9.218755E+07
6.327691E+07,2.4752E+00,-9.284040E+07
6.430164E+07,2.4752E+00,-8.937307E+07
6.532636E+07,2.4752E+00,-8.914563E+07
6.635109E+07,2.4752E+00,-8.753152E+07
6.737582E+07,2.4752E+00,-8.655119E+07
6.840055E+07,2.4752E+00,-8.441948E+07
6.942527E+07,2.4752E+00,-8.347414E+07
7.045000E+07,2.4752E+00,-8.157138E+07
7.147473E+07,2.4752E+00,-7.972359E+07
7.249945E+07,2.4752E+00,-8.023961E+07
7.352418E+07,2.4752E+00,-7.832584E+07
7.454891E+07,2.4752E+00,-7.862030E+07
7.557364E+07,2.4752E+00,-7.678465E+07
7.659836E+07,2.4752E+00,-7.595130E+07
7.762309E+07,2.4752E+00,-7.470943E+07
7.864782E+07,2.4752E+00,-7.458431E+07
7.967255E+07,2.4752E+00,-7.290565E+07
8.069727E+07,2.4752E+00,-7.107334E+07
8.172200E+07,2.4752E+00,-7.023438E+07
8.274673E+07,2.4752E+00,-7.046472E+07
8.377145E+07,2.4752E+00,-6.912855E+07
8.479618E+07,2.4752E+00,-6.865373E+07
8.582091E+07,2.4752E+00,-6.876651E+07
8.684564E+07,2.4752E+00,-6.662682E+07
8.787036E+07,2.4752E+00,-6.603894E+07
8.889509E+07,2.4752E+00,-6.396763E+07
8.991982E+07,2.4752E+00,-6.482197E+07
9.094455E+07,2.4752E+00,-6.172324E+07
9.196927E+07,2.4752E+00,-6.244224E+07
9.299400E+07,2.4752E+00,-6.279071E+07
9.401873E+07,2.4752E+00,-6.049315E+07
9.504345E+07,2.4752E+00,-6.198430E+07
9.606818E+07,2.4752E+00,-6.029466E+07
9.709291E+07,2.4752E+00,-5.764860E+07
9.811764E+07,2.4752E+00,-6.013853E+07
9.914236E+07,2.4752E+00,-5.800450E+07
1.001671E+08,2.4752E+00,-5.807066E+07
1.011918E+08,2.4752E+00,-5.660599E+07
1.022165E+08,2.4752E+00,-5.709814E+07
1.032413E+08,2.4752E+00,-5.548301E+07
1.042660E+08,2.4752E+00,-5.639247E+07
1.052907E+08,2.4752E+00,-5.421885E+07
1.063155E+08,2.4752E+00,-5.642922E+07
1.073402E+08,2.4752E+00,-5.338792E+07
1.083649E+08,2.4752E+00,-5.462505E+07
1.093896E+08,2.4752E+00,-5.463577E+07
1.104144E+08,2.4752E+00,-5.307924E+07
1.114391E+08,2.4752E+00,-5.238786E+07
1.124638E+08,2.4752E+00,-5.162118E+07
1.134885E+08,2.4752E+00,-4.878364E+07
1.145133E+08,2.4752E+00,-4.924733E+07
1.155380E+08,2.4752E+00,-5.096688E+07
1.165627E+08,2.4752E+00,-5.027085E+07
1.175875E+08,2.4752E+00,-4.905395E+07
1.186122E+08,2.4752E+00,-4.748641E+07
1.196369E+08,2.4752E+00,-4.989335E+07
1.206616E+08,2.4752E+00,-4.807791E+07
1.216864E+08,2.4752E+00,-4.681486E+07
1.227111E+08,2.4752E+00,-4.755241E+07
1.237358E+08,2.4752E+00,-4.869659E+07
1.247605E+08,2.4752E+00,-4.792683E+07
1.257853E+08,2.4752E+00,-4.472710E+07
1.268100E+08,2.4752E+00,-4.634147E+07
2.536200E+07,2.5069E+00,-2.262398E+08
2.638673E+07,2.5069E+00,-2.165491E+08
2.741145E+07,2.5069E+00,-2.099890E+08
2.843618E+07,2.5069E+00,-2.044974E+08
2.946091E+07,2.5069E+00,-1.955032E+08
3.048564E+07,2.5069E+00,-1.892098E+08
3.151036E+07,2.5069E+00,-1.830372E+08
3.253509E+07,2.5069E+00,-1.760234E+08
3.355982E+07,2.5069E+00,-1.703195E+08
3.458455E+07,2.5069E+00,-1.666795E+08
3.560927E+07,2.5069E+00,-1.611779E+08
3.663400E+07,2.5069E+00,-1.583953E+08
3.765873E+07,2.5069E+00,-1.531734E+08
3.868345E+07,2.5069E+00,-1.490046E+08
3.970818E+07,2.5069E+00,-1.445371E+08
4.073291E+07,2.5069E+00,-1.411240E+08
4.175764E+07,2.5069E+00,-1.391053E+08
4.278236E+07,2.5069E+00,-1.358998E+08
4.380709E+07,2.5069E+00,-1.341846E+08
4.483182E+07,2.5069E+00,-1.294496E+08
4.585655E+07,2.5069E+00,-1.254659E+08
4.688127E+07,2.5069E+00,-1.234673E+08
4.790600E+07,2.5069E+00,-1.226811E+08
4.893073E+07,2.5069E+00,-1.187157E+08
4.995545E+07,2.5069E+00,-1.167391E+08
5.098018E+07,2.5069E+00,-1.125878E+08
5.200491E+07,2.5069E+00,-1.123285E+08
5.302964E+07,2.5069E+00,-1.103428E+08
5.405436E+07,2.5069E+00,-1.070391E+08
5.507909E+07,2.5069E+00,-1.051536E+08
5.610382E+07,2.5069E+00,-1.040016E+08
5.712855E+07,2.5069E+00,-1.015687E+08
5.815327E+07,2.5069E+00,-1.000812E+08
5.917800E+07,2.5069E+00,-9.626270E+07
6.020273E+07,2.5069E+00,-9.629902E+07
6.122745E+07,2.5069E+00,-9.651381E+07
6.225218E+07,2.5069E+00,-9.294149E+07
6.327691E+07,2.5069E+00,-9.275173E+07
6.430164E+07,2.5069E+00,-8.939589E+07
6.532636E+07,2.5069E+00,-8.903859E+07
6.635109E+07,2.5069E+00,-8.700641E+07
6.737582E+07,2.5069E+00,-8.752025E+07
6.840055E+07,2.5069E+00,-8.596529E+07
6.942527E+07,2.5069E+00,-8.402830E+07
7.045000E+07,2.5069E+00,-8.338456E+07
7.147473E+07,2.5069E+00,-7.855072E+07
7.249945E+07,2.5069E+00,-7.830414E+07
7.352418E+07,2.5069E+00,-8.026807E+07
7.454891E+07,2.5069E+00,-7.849706E+07
7.557364E+07,2.5069E+00,-7.822398E+07
7.659836E+07,2.5069E+00,-7.500988E+07
7.762309E+07,2.5069E+00,-7.468181E+07
7.864782E+07,2.5069E+00,-7.121384E+07
7.967255E+07,2.5069E+00,-7.241022E+07
8.069727E+07,2.5069E+00,-7.183383E+07
8.172200E+07,2.5069E+00,-6.925803E+07
8.274673E+07,2.5069E+00,-6.988269E+07
8.377145E+07,2.5069E+00,-6.946190E+07
8.479618E+07,2.5069E+00,-6.713147E+07
8.582091E+07,2.5069E+00,-6.824097E+07
8.684564E+07,2.5069E+00,-6.549928E+07
8.787036E+07,2.5069E+00,-6.227673E+07
8.889509E+07,2.5069E+00,-6.631044E+07
8.991982E+07,2.5069E+00,-6.362305E+07
9.094455E+07,2.5069E+00,-6.432444E+07
9.196927E+07,2.5069E+00,-6.240660E+07
9.299400E+07,2.5069E+00,-6.107378E+07
9.401873E+07,2.5069E+00,-6.158686E+07
9.504345E+07,2.5069E+00,-6.176485E+07
9.606818E+07,2.5069E+00,-6.067847E+07
9.709291E+07,2.5069E+00,-5.876337E+07
9.811764E+07,2.5069E+00,-5.914738E+07
9.914236E+07,2.5069E+00,-5.817806E+07
1.001671E+08,2.5069E+00,-5.730158E+07
1.011918E+08,2.5069E+00,-5.969727E+07
1.022165E+08,2.5069E+00,-5.961741E+07
1.032413E+08,2.5069E+00,-5.660736E+07
1.042660E+08,2.5069E+00,-5.704431E+07
1.052907E+08,2.5069E+00,-5.279639E+07
1.063155E+08,2.5069E+00,-5.493746E+07
1.073402E+08,2.5069E+00,-5.374071E+07
1.083649E+08,2.5069E+00,-5.313967E+07
1.093896E+08,2.5069E+00,-5.345826E+07
1.104144E+08,2.5069E+00,-5.228759E+07
1.114391E+08,2.5069E+00,-5.399510E+07
1.124638E+08,2.5069E+00,-5.041963E+07
1.134885E+08,2.5069E+00,-5.173214E+07
1.145133E+08,2.5069E+00,-5.101162E+07
1.155380E+08,2.5069E+00,-5.007598E+07
1.165627E+08,2.5069E+00,-4.988852E+07
1.175875E+08,2.5069E+00,-5.036760E+07
1.186122E+08,2.5069E+00,-5.132705E+07
1.196369E+08,2.5069E+00,-4.967458E+07
1.206616E+08,2.5069E+00,-4.835428E+07
1.216864E+08,2.5069E+00,-4.654212E+07
1.227111E+08,2.5069E+00,-4.660685E+07
1.237358E+08,2.5069E+00,-4.643673E+07
1.247605E+08,2.5069E+00,-4.758567E+07
1.257853E+08,2.5069E+00,-4.657390E+07
1.268100E+08,2.5069E+00,-4.721455E+07
2.536200E+07,2.5387E+00,-2.239773E+08
2.638673E+07,2.5387E+00,-2.155844E+08
2.741145E+07,2.5387E+00,-2.081917E+08
2.843618E+07,2.5387E+00,-2.010098E+08
2.946091E+07,2.5387E+00,-1.968234E+08
3.048564E+07,2.5387E+00,-1.890180E+08
3.151036E+07,2.5387E+00,-1.825134E+08
3.253509E+07,2.5387E+00,-1.775048E+08
3.355982E+07,2.5387E+00,-1.724902E+08
3.458455E+07,2.5387E+00,-1.669371E+08
3.560927E+07,2.5387E+00,-1.616548E+08
3.663400E+07,2.5387E+00,-1.584789E+08
3.765873E+07,2.5387E+00,-1.521817E+08
3.868345E+07,2.5387E+00,-1.471796E+08
3.970818E+07,2.5387E+00,-1.467600E+08
4.073291E+07,2.5387E+00,-1.423006E+08
4.175764E+07,2.5387E+00,-1.382289E+08
4.278236E+07,2.5387E+00,-1.353735E+08
4.380709E+07,2.5387E+00,-1.299397E+08
4.483182E+07,2.5387E+00,-1.297434E+08
4.585655E+07,2.5387E+00,-1.234836E+08
4.688127E+07,2.5387E+00,-1.229280E+08
4.790600E+07,2.5387E+00,-1.189185E+08
4.893073E+07,2.5387E+00,-1.170085E+08
4.995545E+07,2.5387E+00,-1.146204E+08
5.098018E+07,2.5387E+00,-1.142472E+08
5.200491E+07,2.5387E+00,-1.102686E+08
5.302964E+07,2.5387E+00,-1.086593E+08
5.405436E+07,2.5387E+00,-1.072231E+08
5.507909E+07,2.5387E+00,-1.052162E+08
5.610382E+07,2.5387E+00,-1.054165E+08
5.712855E+07,2.5387E+00,-1.016355E+08
5.815327E+07,2.5387E+00,-1.001354E+08
5.917800E+07,2.5387E+00,-9.786997E+07
6.020273E+07,2.5387E+00,-9.501629E+07
6.122745E+07,2.5387E+00,-9.472166E+07
6.225218E+07,2.5387E+00,-9.264057E+07
6.327691E+07,2.5387E+00,-9.039826E+07
6.430164E+07,2.5387E+00,-9.082742E+07
6.532636E+07,2.5387E+00,-8.962629E+07
6.635109E+07,2.5387E+00,-8.773929E+07
6.737582E+07,2.5387E+00,-8.395561E+07
6.840055E+07,2.5387E+00,-8.407960E+07
6.942527E+07,2.5387E+00,-8.185086E+07
7.045000E+07,2.5387E+00,-8.193291E+07
7.147473E+07,2.5387E+00,-8.076054E+07
7.249945E+07,2.5387E+00,-7.890350E+07
7.352418E+07,2.5387E+00,-8.028515E+07
7.454891E+07,2.5387E+00,-7.782244E+07
7.557364E+07,2.5387E+00,-7.530498E+07
7.659836E+07,2.5387E+00,-7.595361E+07
7.762309E+07,2.5387E+00,-7.575897E+07
7.864782E+07,2.5387E+00,-7.363224E+07
7.967255E+07,2.5387E+00,-7.318695E+07
8.069727E+07,2.5387E+00,-7.303424E+07
8.172200E+07,2.5387E+00,-7.034030E+07
8.274673E+07,2.5387E+00,-7.024640E+07
8.377145E+07,2.5387E+00,-6.905375E+07
8.479618E+07,2.5387E+00,-6.893034E+07
8.582091E+07,2.5387E+00,-6.801229E+07
8.684564E+07,2.5387E+00,-6.558263E+07
8.787036E+07,2.5387E+00,-6.519645E+07
8.889509E+07,2.5387E+00,-6.617490E+07
8.991982E+07,2.5387E+00,-6.462286E+07
9.094455E+07,2.5387E+00,-6.393759E+07
9.196927E+07,2.5387E+00,-6.301724E+07
9.299400E+07,2.5387E+00,-6.259673E+07
9.401873E+07,2.5387E+00,-6.315561E+07
9.504345E+07,2.5387E+00,-5.876290E+07
9.606818E+07,2.5387E+00,-5.921949E+07
9.709291E+07,2.5387E+00,-6.231274E+07
9.811764E+07,2.5387E+00,-5.942724E+07
9.914236E+07,2.5387E+00,-6.018290E+07
1.001671E+08,2.5387E+00,-5.766696E+07
1.011918E+08,2.5387E+00,-5.709514E+07
1.022165E+08,2.5387E+00,-5.674483E+07
1.032413E+08,2.5387E+00,-5.603945E+07
1.042660E+08,2.5387E+00,-5.478599E+07
1.052907E+08,2.5387E+00,-5.532409E+07
1.063155E+08,2.5387E+00,-5.311591E+07
1.073402E+08,2.5387E+00,-5.355634E+07
1.083649E+08,2.5387E+00,-5.262182E+07
1.093896E+08,2.5387E+00,-5.325474E+07
1.104144E+08,2.5387E+00,-5.254844E+07
1.114391E+08,2.5387E+00,-5.186282E+07
1.124638E+08,2.5387E+00,-5.182960E+07
1.134885E+08,2.5387E+00,-4.922794E+07
1.145133E+08,2.5387E+00,-4.931674E+07
1.155380E+08,2.5387E+00,-4.941415E+07
1.165627E+08,2.5387E+00,-5.079464E+07
1.175875E+08,2.5387E+00,-4.894532E+07
1.186122E+08,2.5387E+00,-4.835528E+07
1.196369E+08,2.5387E+00,-4.679006E+07
1.206616E+08,2.5387E+00,-4.789731E+07
1.216864E+08,2.5387E+00,-4.775790E+07
1.227111E+08,2.5387E+00,-4.580274E+07
1.237358E+08,2.5387E+00,-4.641059E+07
1.247605E+08,2.5387E+00,-4.621121E+07
1.257853E+08,2.5387E+00,-4.556871E+07
1.268100E+08,2.5387E+00,-4.515880E+07
2.536200E+07,2.5704E+00,-2.258832E+08
2.638673E+07,2.5704E+00,-2.161925E+08
2.741145E+07,2.5704E+00,-2.063786E+08
2.843618E+07,2.5704E+00,-2.022016E+08
2.946091E+07,2.5704E+00,-1.949779E+08
3.048564E+07,2.5704E+00,-1.876477E+08
3.151036E+07,2.5704E+00,-1.819446E+08
3.253509E+07,2.5704E+00,-1.758001E+08
3.355982E+07,2.5704E+00,-1.716359E+08
3.458455E+07,2.5704E+00,-1.673070E+08
3.560927E+07,2.5704E+00,-1.617146E+08
3.663400E+07,2.5704E+00,-1.582423E+08
3.765873E+07,2.5704E+00,-1.525235E+08
3.868345E+07,2.5704E+00,-1.491738E+08
3.970818E+07,2.5704E+00,-1.446803E+08
4.073291E+07,2.5704E+00,-1.421089E+08
4.175764E+07,2.5704E+00,-1.379693E+08
4.278236E+07,2.5704E+00,-1.352032E+08
4.380709E+07,2.5704E+00,-1.314279E+08
4.483182E+07,2.5704E+00,-1.280931E+08
4.585655E+07,2.5704E+00,-1.249098E+08
